-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
    map        source        mass        luminosity      radius      temperature      err_temp         chisq          distance             glon            glat              ra               dec     
24.476-0.04       1        3769.32        8998.51       0.528623        16.5645        1.57125         1.41913         3.14000          24.4920    -0.0382000       279.023      -7.52330
24.478+0.46       2        1094.42        1381.29       0.890850        14.5821        1.32759        0.356715         5.53000          24.5286      0.336800       278.704      -7.31820
24.478+0.46       5        7063.25        36255.6       0.967044        18.2453        1.97248        0.642250         5.53000          24.4734      0.486800       278.544      -7.29810
24.485-0.22       2        2682.70        13025.2       0.853031        17.3880        1.91498        0.181634         5.31000          24.5067     -0.221600       279.194      -7.59450
24.485-0.22       3        330.399        3170.68       0.664471        21.5082        2.77717         1.89104         5.31000          24.5167     -0.229500       279.206      -7.58930
24.485-0.22       4        7900.10        3766.83       0.871193        13.1594       0.940799         3.56768         5.31000          24.5456     -0.244500       279.233      -7.57050
24.489-0.689       1        1283.03        513.075       0.477427        12.6519       0.923495       0.0746686         3.26000          24.4888     -0.691500       279.607      -7.82610
24.491+0.339       1        830.779        2762.81       0.709927        17.4302        1.77825        0.771896         5.66000          24.5412      0.312300       278.732      -7.31830
24.523-0.561       1        338.770        305.015       0.550916        14.1885        1.18556       0.0251231         3.88000          24.5199     -0.564300       279.508      -7.74020
24.526-0.071       1        187.618        207.053       0.417051        14.6488        1.23107        0.489658         3.05000          24.5188     -0.110500       279.100      -7.53270
24.526-0.071       3        94.9309        217.139       0.356159        16.3576        1.55883        0.541624         3.05000          24.5552    -0.0409000       279.055      -7.46840
24.528-0.136       2        987.879        4110.64       0.907587        18.4240        1.97553         1.68249         5.19000          24.5503     -0.130700       279.133      -7.51400
24.532-0.179       1        401.617        242.299       0.583315        13.3587        1.02133        0.267003         3.48000          24.5319     -0.182400       279.171      -7.55420
24.543-0.354       1        81.4865        12.4508       0.380905        11.2352       0.706199        0.395273         3.08000          24.5373     -0.360000       279.332      -7.63090
24.547-0.736       1        763.283        41.1371       0.490617        9.59037       0.540322       0.0819398         3.29000          24.5461     -0.735300       279.673      -7.79540
24.547-0.736       2        589.269        78.8384       0.542154        10.7867       0.702292        0.299826         3.29000          24.5633     -0.745600       279.690      -7.78480
24.555+0.214       1        2628.51        3986.03       0.897103        15.4128        1.39409        0.171070         5.60000          24.6314      0.173100       278.898      -7.30230
24.562+0.452       1        35.4584        119.840       0.378432        17.7014        1.91209       0.0241339         3.06000          24.5680      0.471000       278.603      -7.22140
24.566+0.343       1        1638.48        77.1973       0.484396        9.69710       0.530835       0.0932990         2.77000          24.5642      0.338400       278.719      -7.28590
24.576-0.262       2        161.321        1164.71       0.763001        19.7665        2.45001      0.00575197         5.28000          24.6010     -0.267400       279.279      -7.53190
24.596+0.133       1        35.1957        59.1335       0.448506        15.5943        1.43296        0.139850         3.42000          24.5854      0.119800       278.925      -7.36770
24.603-0.324       1        162.725        88.2680       0.381949        13.0440        1.00430     0.000912171         2.74000          24.6105     -0.329200       279.339      -7.55180
24.618-0.323       2        470.578        1583.85       0.490777        17.4435        1.80891        0.314694         3.02000          24.6341     -0.323300       279.344      -7.52810
24.627+0.407       1        697.085        303.636       0.759313        12.8782       0.923240         1.00975         5.79000          24.5996      0.429200       278.655      -7.21260
24.627+0.407       2        363.962        378.374       0.894946        14.5528        1.20740        0.657179         5.79000          24.6101      0.422100       278.666      -7.20670
24.63+0.151       2        651.866        712.478       0.406923        14.5045        1.23846       0.0449790         2.94000          24.6332      0.153600       278.917      -7.30980
